code,date,lastClosingPrice,openingPrice,top,bottom,closingPrice,tradingVolume(shares),tradingVolume(yuan),change(yuan),change(%),avg price,turnover rate,ACirculatedStockValue(yuan),aggregateMarketValue(yuan),AcirculationOfCapital(shares),BCirculationOfCapital,TotalCapital,Peratio,Pbratio,Psratio,PCFratio
300001.SZ,2009/11/2,6.399,5.7591,6.0893,5.7591,5.7591,6570715,261787899.8,-0.6399,-10,39.8416,24.4446,1064448000,5290560000,26880000,0,133600000,86.4581,50.707,19.5239,1275.2428
300001.SZ,2009/11/3,5.7591,5.5555,5.7242,5.2574,5.3665,6599317,246396901.5,-0.3927,-6.8182,37.3367,24.551,991872000,4929840000,26880000,0,133600000,80.5633,47.2497,18.1927,1188.2944
300001.SZ,2009/11/4,5.3665,5.5264,5.6573,5.4144,5.5293,4076444,154464702.5,0.1629,3.0352,37.892,15.1653,1021977600,5079472000,26880000,0,133600000,83.0085,48.6839,18.7449,1224.3618
300001.SZ,2009/11/5,5.5293,5.5308,5.9598,5.4552,5.7591,5352430,209928354,0.2298,4.1557,39.2211,19.9123,1064448000,5290560000,26880000,0,133600000,86.4581,50.707,19.5239,1275.2428
300001.SZ,2009/11/6,5.7591,5.7635,5.8755,5.5628,5.6588,3378318,132176908.1,-0.1003,-1.7424,39.1251,12.5681,1045900800,5198376000,26880000,0,133600000,84.9517,49.8235,19.1837,1253.0226
300001.SZ,2009/11/9,5.6588,5.621,5.8028,5.5526,5.7417,3287854,128591817.9,0.0829,1.4649,39.1112,12.2316,1061222400,5274528000,26880000,0,133600000,86.1961,50.5534,19.4648,1271.3784
300001.SZ,2009/11/10,5.7417,5.7533,5.7882,5.4973,5.5221,3366383,129740735,-0.2196,-3.8247,38.5401,12.5237,1020633600,5072792000,26880000,0,133600000,82.8994,48.6198,18.7203,1222.7517
300001.SZ,2009/11/11,5.5221,5.4755,5.5846,5.381,5.5584,2061047,77521030,0.0364,0.6584,37.6125,7.6676,1027353600,5106192000,26880000,0,133600000,83.4452,48.94,18.8435,1230.8025
300001.SZ,2009/11/12,5.5584,5.5555,5.6559,5.4537,5.6079,2164705,83184583.1,0.0494,0.8896,38.4277,8.0532,1036492800,5151616000,26880000,0,133600000,84.1875,49.3753,19.0112,1241.7516
300001.SZ,2009/11/13,5.6079,5.6093,6.0893,5.6093,5.9278,6036977,244729407.7,0.32,5.7054,40.5384,22.459,1095628800,5445536000,26880000,0,133600000,88.9907,52.1924,20.0958,1312.5984
300001.SZ,2009/11/16,5.9278,5.9336,6.0064,5.762,5.9627,3283851,132793962.3,0.0349,0.5888,40.4385,12.2167,1102080000,5477600000,26880000,0,133600000,89.5147,52.4997,20.2142,1320.3271
300001.SZ,2009/11/17,5.9627,5.9482,6.082,5.8973,5.9482,2409525,99085066.8,-0.0145,-0.2439,41.1222,8.964,1099392000,5464240000,26880000,0,133600000,89.2964,52.3717,20.1649,1317.1068
300001.SZ,2009/11/18,5.9482,5.9627,6.2769,5.9627,6.2303,4062629,171616718,0.2821,4.7433,42.2428,15.1139,1151539200,5723424000,26880000,0,133600000,93.532,54.8558,21.1213,1379.5808
300001.SZ,2009/11/19,6.2303,6.239,6.8499,6.2129,6.5314,5973878,269239044.1,0.301,4.8319,45.0694,22.2242,1207180800,5999976000,26880000,0,133600000,98.0514,57.5064,22.1419,1446.2412
300001.SZ,2009/11/20,6.5314,6.447,6.7699,6.4136,6.4543,3714625,167112590.1,-0.0771,-1.1801,44.9877,13.8193,1192934400,5929168000,26880000,0,133600000,96.8942,56.8277,21.8806,1429.1736
300001.SZ,2009/11/23,6.4543,6.447,6.687,6.4165,6.6041,3162982,142202194.1,0.1498,2.3209,44.9583,11.767,1220620800,6066776000,26880000,0,133600000,99.143,58.1466,22.3884,1462.3428
300001.SZ,2009/11/24,6.6041,6.6608,6.7233,5.9642,6.0253,4419349,193758210.9,-0.5788,-8.7646,43.8432,16.441,1113638400,5535048000,26880000,0,133600000,90.4535,53.0503,20.4262,1334.1744
300001.SZ,2009/11/25,6.0253,5.9816,6.4267,5.9773,6.3845,3516422,150070276.2,0.3592,5.9619,42.677,13.0819,1180032000,5865040000,26880000,0,133600000,95.8463,56.2131,21.6439,1413.7161
300001.SZ,2009/11/26,6.3845,6.3554,6.9066,6.2536,6.876,6325426,285744672.1,0.4916,7.6993,45.174,23.5321,1270886400,6316608000,26880000,0,133600000,103.2258,60.5411,23.3104,1522.5626
300001.SZ,2009/11/27,6.876,6.7044,7.068,6.623,6.879,6032089,285622175.3,0.0029,0.0423,47.3505,22.4408,1271424000,6319280000,26880000,0,133600000,103.2694,60.5667,23.3202,1523.2067
300001.SZ,2009/11/30,6.879,6.8819,6.9662,6.5445,6.8237,3405152,157753836.6,-0.0553,-0.8034,46.328,12.668,1261209600,6268512000,26880000,0,133600000,102.4398,60.0801,23.1329,1510.9695
300001.SZ,2009/12/1,6.8237,6.7597,6.8906,6.6463,6.8324,2749390,127928850,0.0087,0.1279,46.5299,10.2284,1262822400,6276528000,26880000,0,133600000,102.5708,60.157,23.1625,1512.9016
300001.SZ,2009/12/2,6.8324,6.8499,7.2498,6.7888,7.0055,4332873,209641201.1,0.1731,2.533,48.3839,16.1193,1294809600,6435512000,26880000,0,133600000,105.1689,61.6807,23.7492,1551.2234
300001.SZ,2009/12/3,7.0055,6.9822,7.3065,6.863,7.2949,5092755,251790138.5,0.2894,4.1312,49.4409,18.9463,1348300800,6701376000,26880000,0,133600000,109.5136,64.2289,24.7303,1615.3075
300001.SZ,2009/12/4,7.2949,6.9808,7.148,6.5648,6.6259,5741239,267721333.6,-0.669,-9.1707,46.6313,21.3588,1224652800,6086816000,26880000,0,133600000,99.4705,58.3387,22.4624,1467.1732
300001.SZ,2009/12/7,6.6259,6.5881,6.7655,6.4863,6.7364,2523979,115665201.7,0.1105,1.6681,45.8265,9.3898,1245081600,6188352000,26880000,0,133600000,101.1298,59.3119,22.8371,1491.6476
300001.SZ,2009/12/8,6.7364,6.7335,7.0433,6.7335,6.9604,3103849,147050591.3,0.224,3.3247,47.3769,11.5471,1286476800,6394096000,26880000,0,133600000,104.4921,61.2838,23.5963,1541.2404
300001.SZ,2009/12/9,6.9604,6.8935,7.2425,6.8411,6.9822,4203428,204542263.6,0.0218,0.3134,48.6608,15.6378,1290508800,6414136000,26880000,0,133600000,104.8196,61.4759,23.6703,1546.0708
300001.SZ,2009/12/10,6.9822,6.9808,7.1247,6.8353,6.8935,2470016,117768664.3,-0.0887,-1.2706,47.6793,9.189,1274112000,6332640000,26880000,0,133600000,103.4878,60.6948,23.3695,1526.427
300001.SZ,2009/12/11,6.8935,6.8935,6.9517,6.5445,6.6055,2490888,114775564.7,-0.288,-4.1772,46.0782,9.2667,1220889600,6068112000,26880000,0,133600000,99.1649,58.1594,22.3933,1462.6648
300001.SZ,2009/12/14,6.6055,6.5954,6.6753,6.3118,6.4514,2361064,104501003.8,-0.1542,-2.3338,44.2601,8.7837,1192396800,5926496000,26880000,0,133600000,96.8506,56.8021,21.8707,1428.5295
300001.SZ,2009/12/15,6.4514,6.4717,6.6841,6.4717,6.559,1452017,65675236.5,0.1076,1.6682,45.2303,5.4018,1212288000,6025360000,26880000,0,133600000,98.4662,57.7497,22.2356,1452.3599
300001.SZ,2009/12/16,6.559,6.5445,6.6157,6.2245,6.274,1985193,86926740.9,-0.285,-4.3459,43.7876,7.3854,1159603200,5763504000,26880000,0,133600000,94.187,55.2399,21.2692,1389.2417
300001.SZ,2009/12/17,6.274,6.2769,6.3176,5.8464,5.8711,2160734,89445133.3,-0.4028,-6.421,41.3957,8.0384,1085145600,5393432000,26880000,0,133600000,88.1393,51.693,19.9036,1300.0392
300001.SZ,2009/12/18,5.8711,5.8173,6.399,5.6108,6.1343,2723278,111463385.5,0.2632,4.4835,40.9299,10.1312,1133798400,5635248000,26880000,0,133600000,92.091,54.0107,20.7959,1358.3268
300001.SZ,2009/12/21,6.1343,6.1794,6.4979,6.0791,6.399,2724763,118526878.3,0.2647,4.3148,43.4999,10.1368,1182720000,5878400000,26880000,0,133600000,96.0646,56.3411,21.6932,1416.9364
300001.SZ,2009/12/22,6.399,6.3685,6.4267,6.0064,6.0718,1950918,82777203,-0.3272,-5.1136,42.4299,7.2579,1122240000,5577800000,26880000,0,133600000,91.1522,53.4601,20.5839,1344.4795
300001.SZ,2009/12/23,6.0718,6.0747,6.4645,6.0645,6.4645,3013088,131535135.2,0.3927,6.4671,43.6546,11.2094,1194816000,5938520000,26880000,0,133600000,97.0471,56.9174,21.9151,1431.4279
300001.SZ,2009/12/24,6.4645,6.3336,6.5866,6.3118,6.4936,2962264,131553793.7,0.0291,0.4499,44.4099,11.0203,1200192000,5965240000,26880000,0,133600000,97.4837,57.1735,22.0137,1437.8684
300001.SZ,2009/12/25,6.4936,6.3961,6.4281,6.2143,6.2158,2193623,94644418.1,-0.2778,-4.2777,43.1453,8.1608,1148851200,5710064000,26880000,0,133600000,93.3137,54.7277,21.072,1376.3605
300001.SZ,2009/12/28,6.2158,6.1983,6.3336,6.1125,6.1881,1608372,68684978.6,-0.0276,-0.4445,42.7047,5.9835,1143744000,5684680000,26880000,0,133600000,92.8988,54.4844,20.9784,1370.2419
300001.SZ,2009/12/29,6.1881,6.1809,6.2463,6.0369,6.1387,1365190,57596533.4,-0.0494,-0.7991,42.1894,5.0788,1134604800,5639256000,26880000,0,133600000,92.1565,54.0491,20.8107,1359.2928
300001.SZ,2009/12/30,6.1387,6.1096,6.3685,6.1096,6.1663,1596359,68534349,0.0276,0.4501,42.9317,5.9388,1139712000,5664640000,26880000,0,133600000,92.5713,54.2924,20.9044,1365.4115
300001.SZ,2009/12/31,6.1663,6.2143,6.2201,6.0791,6.1431,1162893,49010234.4,-0.0233,-0.3774,42.1451,4.3262,1135411200,5643264000,26880000,0,133600000,92.222,54.0875,20.8255,1360.2589
300001.SZ,2010/1/4,6.1431,6.1794,6.2027,6.0951,6.1489,931781,39289548.3,0.0058,0.0947,42.1661,3.4664,1136486400,5648608000,26880000,0,133600000,67.7884,5.6859,14.4344,7.3913
300001.SZ,2010/1/5,6.1489,6.1489,6.1954,6.0354,6.1518,1113423,46726943.2,0.0029,0.0473,41.9669,4.1422,1137024000,5651280000,26880000,0,133600000,67.8204,5.6886,14.4412,7.3948
300001.SZ,2010/1/6,6.1518,6.1503,6.1503,6.0078,6.0224,1127563,47064483.4,-0.1294,-2.104,41.74,4.1948,1113100800,5532376000,26880000,0,133600000,66.3935,5.5689,14.1373,7.2392
300001.SZ,2010/1/7,6.0224,6.0136,6.1023,5.9627,6.0064,1054055,43761519.9,-0.016,-0.2656,41.5173,3.9213,1110144000,5517680000,26880000,0,133600000,66.2171,5.5541,14.0998,7.22
300001.SZ,2010/1/8,6.0064,6.0049,6.0049,5.73,5.8231,1508253,60292643,-0.1832,-3.0508,39.9752,5.6111,1076275200,5349344000,26880000,0,133600000,64.1969,5.3846,13.6696,6.9997
300001.SZ,2010/1/11,5.8231,5.8144,6.0209,5.7446,5.9336,1220246,49400593.8,0.1105,1.8981,40.4841,4.5396,1096704000,5450880000,26880000,0,133600000,65.4154,5.4868,13.9291,7.1326
300001.SZ,2010/1/12,5.9336,5.9424,6.0456,5.8973,6.0194,1146011,47298291.6,0.0858,1.4461,41.2721,4.2634,1112563200,5529704000,26880000,0,133600000,66.3614,5.5662,14.1305,7.2357
300001.SZ,2010/1/13,6.0194,5.9438,6.0994,5.8202,6.0791,1333544,55175066.2,0.0596,0.9906,41.3748,4.9611,1123584000,5584480000,26880000,0,133600000,67.0188,5.6213,14.2705,7.3074
300001.SZ,2010/1/14,6.0791,6.1358,6.4703,6.1358,6.4107,2832063,123708948.6,0.3316,5.4545,43.6816,10.5359,1184870400,5889088000,26880000,0,133600000,70.6743,5.9279,15.0489,7.706
300001.SZ,2010/1/15,6.4107,6.4979,6.5096,6.2972,6.3656,1841067,80826831.6,-0.0451,-0.7033,43.9022,6.8492,1176537600,5847672000,26880000,0,133600000,70.1773,5.8863,14.943,7.6518
300001.SZ,2010/1/18,6.3656,6.4136,6.4427,6.239,6.3627,1443744,62899395.1,-0.0029,-0.0457,43.5669,5.3711,1176000000,5845000000,26880000,0,133600000,70.1452,5.8836,14.9362,7.6483
300001.SZ,2010/1/19,6.3627,6.3801,6.3801,6.1751,6.21,1244875,53234572.7,-0.1527,-2.4,42.763,4.6312,1147776000,5704720000,26880000,0,133600000,68.4617,5.7424,14.5777,7.4647
300001.SZ,2010/1/20,6.21,6.1794,6.1794,5.8158,5.8391,1731085,70863335.7,-0.3709,-5.9719,40.9358,6.44,1079232000,5364040000,26880000,0,133600000,64.3733,5.3994,13.7072,7.019
300001.SZ,2010/1/21,5.8391,5.8187,5.9293,5.8187,5.874,770455,31128480.7,0.0349,0.5978,40.4027,2.8663,1085683200,5396104000,26880000,0,133600000,64.7581,5.4317,13.7891,7.0609
300001.SZ,2010/1/22,5.874,5.7955,5.7955,5.4683,5.6224,1487194,57345273.9,-0.2516,-4.2832,38.5594,5.5327,1039180800,5164976000,26880000,0,133600000,61.9843,5.1991,13.1985,6.7585
300001.SZ,2010/1/25,5.6224,5.5555,5.6282,5.4624,5.5119,829983,31587168,-0.1105,-1.9659,38.0576,3.0877,1018752000,5063440000,26880000,0,133600000,60.7658,5.0968,12.939,6.6256
300001.SZ,2010/1/26,5.5119,5.6719,5.7591,5.5555,5.5904,1254115,48875958.7,0.0785,1.4248,38.9725,4.6656,1033267200,5135584000,26880000,0,133600000,61.6316,5.1695,13.1234,6.72
300001.SZ,2010/1/27,5.5904,5.5904,5.6239,5.4653,5.4915,601380,22857120.1,-0.0989,-1.769,38.0078,2.2373,1014988800,5044736000,26880000,0,133600000,60.5414,5.078,12.8912,6.6011
300001.SZ,2010/1/28,5.4915,5.4537,5.4537,5.1745,5.3665,1262378,45773774.3,-0.1251,-2.2775,36.26,4.6963,991872000,4929840000,26880000,0,133600000,59.1625,4.9624,12.5976,6.4508
300001.SZ,2010/1/29,5.3665,5.3083,5.4435,5.2399,5.2952,961914,35351191.6,-0.0713,-1.3279,36.7509,3.5785,978700800,4864376000,26880000,0,133600000,58.3769,4.8965,12.4303,6.3651
300001.SZ,2010/2/1,5.2952,4.7658,5.0291,4.7658,4.8647,6008356,198802207.9,-0.4305,-8.1296,33.0876,17.882,1123920000,4468920000,33600000,0,133600000,53.631,4.4984,11.4198,5.8477
300001.SZ,2010/2/2,4.8647,4.8269,4.9142,4.7076,4.7178,2497385,82558006.7,-0.1469,-3.0194,33.0578,7.4327,1089984000,4333984000,33600000,0,133600000,52.0117,4.3626,11.075,5.6711
300001.SZ,2010/2/3,4.7178,4.7149,4.7149,4.3615,4.6451,2357121,73795012.2,-0.0727,-1.5413,31.3073,7.0152,1073184000,4267184000,33600000,0,133600000,51.21,4.2953,10.9043,5.5837
300001.SZ,2010/2/4,4.6451,4.6233,4.7382,4.5346,4.6684,1363038,43789874,0.0233,0.5009,32.1267,4.0567,1078560000,4288560000,33600000,0,133600000,51.4666,4.3169,10.9589,5.6117
300001.SZ,2010/2/5,4.6684,4.5666,4.8414,4.5462,4.7585,1673415,54535103.2,0.0902,1.9315,32.5891,4.9804,1099392000,4371392000,33600000,0,133600000,52.4606,4.4002,11.1706,5.7201
300001.SZ,2010/2/8,4.7585,4.7833,4.9127,4.7266,4.8138,1591838,52799383.1,0.0553,1.1614,33.1688,4.7376,1112160000,4422160000,33600000,0,133600000,53.0699,4.4513,11.3003,5.7865
300001.SZ,2010/2/9,4.8138,4.8138,4.8138,4.6204,4.6858,1031196,33432104.2,-0.128,-2.6586,32.4207,3.069,1082592000,4304592000,33600000,0,133600000,51.659,4.333,10.9999,5.6326
300001.SZ,2010/2/10,4.6858,4.7455,4.9709,4.7266,4.9418,1913014,63987822.4,0.256,5.4624,33.4487,5.6935,1141728000,4539728000,33600000,0,133600000,54.4808,4.5697,11.6007,5.9403
300001.SZ,2010/2/11,4.9418,4.9418,5.1701,4.9418,5.1061,2826761,98601245.8,0.1643,3.3255,34.8814,8.413,1179696000,4690696000,33600000,0,133600000,56.2926,4.7216,11.9865,6.1379
300001.SZ,2010/2/12,5.1061,5.1119,5.2065,5.0043,5.1919,1946030,68419697,0.0858,1.6804,35.1586,5.7918,1199520000,4769520000,33600000,0,133600000,57.2385,4.801,12.1879,6.241
300001.SZ,2010/2/22,5.1919,5.0974,5.1847,5.0305,5.0421,1651065,57900420.7,-0.1498,-2.8852,35.0685,4.9139,1164912000,4631912000,33600000,0,133600000,55.5871,4.6625,11.8363,6.061
300001.SZ,2010/2/23,5.0421,5.0421,5.2836,5.032,5.2806,2121562,75400324.4,0.2385,4.7303,35.54,6.3142,1220016000,4851016000,33600000,0,133600000,58.2165,4.883,12.3962,6.3477
300001.SZ,2010/2/24,5.2806,5.3228,5.5264,5.2254,5.4901,2543462,95479596.1,0.2094,3.9658,37.5392,7.5698,1268400000,5043400000,33600000,0,133600000,60.5253,5.0767,12.8878,6.5994
300001.SZ,2010/2/25,5.4901,5.5759,5.7315,5.4217,5.5308,2547332,97344258.2,0.0407,0.7417,38.2142,7.5813,1277808000,5080808000,33600000,0,133600000,60.9742,5.1143,12.9834,6.6483
300001.SZ,2010/2/26,5.5308,5.525,5.7446,5.4624,5.73,3037576,118701712.6,0.1992,3.6024,39.0778,9.0404,1323840000,5263840000,33600000,0,133600000,63.1708,5.2986,13.4511,6.8878
300001.SZ,2010/3/1,5.73,5.8144,5.8318,5.6515,5.746,2793552,109956276.5,0.016,0.2792,39.3607,8.3141,1327536000,5278536000,33600000,0,133600000,63.3472,5.3134,13.4887,6.9071
300001.SZ,2010/3/2,5.746,5.6864,5.8028,5.685,5.73,1761686,69347249.1,-0.016,-0.2784,39.3641,5.2431,1323840000,5263840000,33600000,0,133600000,63.1708,5.2986,13.4511,6.8878
300001.SZ,2010/3/3,5.73,5.6879,5.73,5.509,5.5177,2758620,105960138.8,-0.2123,-3.7056,38.4106,8.2102,1274784000,5068784000,33600000,0,133600000,60.8299,5.1022,12.9527,6.6326
300001.SZ,2010/3/4,5.5177,5.4755,5.6399,5.3141,5.3577,2200891,83006945.1,-0.16,-2.8993,37.7152,6.5503,1237824000,4921824000,33600000,0,133600000,59.0663,4.9543,12.5771,6.4403
300001.SZ,2010/3/5,5.3577,5.4377,5.8886,5.3897,5.8173,4618003,180567518.6,0.4596,8.5776,39.1008,13.7441,1344000000,5344000000,33600000,0,133600000,64.1328,5.3793,13.656,6.9927
300001.SZ,2010/3/8,5.8173,5.8871,6.0558,5.7082,6.0442,4493414,182629566.8,0.2269,3.9,40.6438,13.3733,1396416000,5552416000,33600000,0,133600000,66.634,5.589,14.1885,7.2655
300001.SZ,2010/3/9,6.0442,5.8813,5.9889,5.7737,5.8827,3642873,146758853.7,-0.1614,-2.6708,40.2866,10.8419,1359120000,5404120000,33600000,0,133600000,64.8543,5.4398,13.8096,7.0714
300001.SZ,2010/3/11,5.8827,5.3635,5.6064,5.3635,5.5482,6797137,254647042.2,-0.3345,-5.686,37.4639,20.2296,1281840000,5096840000,33600000,0,133600000,61.1666,5.1305,13.0244,6.6693
300001.SZ,2010/3/12,5.5482,5.4683,5.6588,5.4043,5.461,4635469,175993567.1,-0.0873,-1.5727,37.9667,13.796,1261680000,5016680000,33600000,0,133600000,60.2047,5.0498,12.8195,6.5644
300001.SZ,2010/3/15,5.461,5.4653,5.4901,5.2937,5.3854,2550688,93979783.5,-0.0756,-1.3848,36.8449,7.5913,1244208000,4947208000,33600000,0,133600000,59.3709,4.9798,12.642,6.4735
300001.SZ,2010/3/16,5.3854,5.365,5.4348,5.3403,5.3795,1880865,69651017,-0.0058,-0.108,37.0314,5.5978,1242864000,4941864000,33600000,0,133600000,59.3068,4.9745,12.6284,6.4665
300001.SZ,2010/3/17,5.3795,5.381,5.4784,5.3665,5.477,2037007,76050862.8,0.0974,1.8113,37.3346,6.0625,1265376000,5031376000,33600000,0,133600000,60.381,5.0646,12.8571,6.5837
300001.SZ,2010/3/18,5.477,5.4828,5.4988,5.381,5.4043,2206458,82182846.2,-0.0727,-1.3277,37.2465,6.5668,1248576000,4964576000,33600000,0,133600000,59.5794,4.9973,12.6864,6.4963
300001.SZ,2010/3/19,5.4043,5.4246,5.4653,5.3883,5.4246,1441622,53763523.3,0.0204,0.3767,37.2938,4.2905,1253280000,4983280000,33600000,0,133600000,59.8038,5.0162,12.7342,6.5207
300001.SZ,2010/3/22,5.4246,5.3999,5.5933,5.3999,5.5715,2266978,85898028.8,0.1469,2.7078,37.891,6.747,1287216000,5118216000,33600000,0,133600000,61.4232,5.152,13.079,6.6973
300001.SZ,2010/3/23,5.5715,5.5628,5.7417,5.4799,5.6835,3109763,120082048.8,0.112,2.0099,38.6145,9.2552,1313088000,5221088000,33600000,0,133600000,62.6577,5.2555,13.3419,6.8319
300001.SZ,2010/3/24,5.6835,5.6719,5.9627,5.6573,5.7678,3794880,151926486,0.0844,1.4841,40.0346,11.2943,1332576000,5298576000,33600000,0,133600000,63.5877,5.3335,13.5399,6.9333
300001.SZ,2010/3/25,5.7678,5.7737,5.9613,5.73,5.906,3601777,145537098.5,0.1382,2.3954,40.407,10.7196,1364496000,5425496000,33600000,0,133600000,65.1108,5.4613,13.8642,7.0994
300001.SZ,2010/3/26,5.906,5.8187,5.8187,5.6428,5.6704,2741419,107604772.4,-0.2356,-3.9892,39.2515,8.159,1310064000,5209064000,33600000,0,133600000,62.5134,5.2434,13.3112,6.8162
300001.SZ,2010/3/29,5.6704,5.6762,5.7373,5.4726,5.6079,2592450,99247985.3,-0.0625,-1.1028,38.2835,7.7156,1295616000,5151616000,33600000,0,133600000,61.824,5.1856,13.1644,6.741
300001.SZ,2010/3/30,5.6079,5.5977,5.8449,5.5264,5.8391,2988812,118771908.4,0.2312,4.1234,39.7388,8.8953,1349040000,5364040000,33600000,0,133600000,64.3733,5.3994,13.7072,7.019
300001.SZ,2010/4/1,5.8391,5.9845,6.3976,5.9845,6.0471,5225935,222381339.5,0.208,3.5616,42.5534,15.5534,1397088000,5555088000,33600000,0,133600000,66.666,5.5917,14.1954,7.2689
300001.SZ,2010/4/2,6.0471,5.9351,6.2201,5.8595,6.2027,3100336,129252486.2,0.1556,2.5734,41.6898,9.2272,1433040000,5698040000,33600000,0,133600000,68.3816,5.7356,14.5607,7.456
300001.SZ,2010/4/6,6.2027,6.2231,6.527,6.2231,6.2827,2688860,117081336,0.08,1.2896,43.5431,8.0026,1451520000,5771520000,33600000,0,133600000,69.2634,5.8096,14.7484,7.5522
300001.SZ,2010/4/7,6.2827,6.2536,6.463,6.1634,6.4354,2960440,128528305.4,0.1527,2.4306,43.4153,8.8108,1486800000,5911800000,33600000,0,133600000,70.9469,5.9508,15.1069,7.7357
300001.SZ,2010/4/8,6.4354,6.383,6.5154,6.0645,6.1067,3107823,134964709.6,-0.3287,-5.1073,43.4274,9.2495,1410864000,5609864000,33600000,0,133600000,67.3234,5.6469,14.3353,7.3406
300001.SZ,2010/4/9,6.1067,6.0907,6.3118,6.0631,6.2943,1986363,84950561.9,0.1876,3.0722,42.7669,5.9118,1454208000,5782208000,33600000,0,133600000,69.3917,5.8204,14.7758,7.5661
300001.SZ,2010/4/12,6.2943,6.3176,6.4572,6.2827,6.4572,2946925,129171879.3,0.1629,2.5878,43.8328,8.7706,1491840000,5931840000,33600000,0,133600000,71.1874,5.971,15.1581,7.7619
300001.SZ,2010/4/13,6.4572,6.5197,6.6143,5.826,5.9962,4093632,172996814.6,-0.461,-7.1396,42.26,12.1834,1385328000,5508328000,33600000,0,133600000,66.1049,5.5447,14.0759,7.2078
300001.SZ,2010/4/14,5.9962,5.9671,6.13,5.89,5.9365,2054083,84792971.5,-0.0596,-0.9944,41.2802,6.1133,1371552000,5453552000,33600000,0,133600000,65.4475,5.4895,13.9359,7.1361
300001.SZ,2010/4/15,5.9365,5.9875,5.9875,5.4799,5.5701,3466363,135667902.6,-0.3665,-6.1734,39.1384,10.3166,1286880000,5116880000,33600000,0,133600000,61.4071,5.1506,13.0756,6.6955
300001.SZ,2010/4/16,5.5701,5.4973,5.73,5.4973,5.6544,1483054,57572282.1,0.0844,1.5144,38.8201,4.4139,1306368000,5194368000,33600000,0,133600000,62.3371,5.2286,13.2736,6.7969
300001.SZ,2010/4/19,5.6544,5.5701,5.7388,5.4697,5.4799,1522317,58595631.1,-0.1745,-3.0864,38.4911,4.5307,1266048000,5034048000,33600000,0,133600000,60.4131,5.0673,12.8639,6.5872
300001.SZ,2010/4/20,5.4799,5.4377,5.5003,5.045,5.3519,1568252,56846084.6,-0.128,-2.3355,36.2481,4.6674,1236480000,4916480000,33600000,0,133600000,59.0022,4.9489,12.5635,6.4333
300001.SZ,2010/4/21,5.3519,5.3737,5.6137,5.3621,5.5948,1520671,57720563.8,0.2429,4.538,37.9573,4.5258,1292592000,5139592000,33600000,0,133600000,61.6797,5.1735,13.1336,6.7253
300001.SZ,2010/4/22,5.5948,5.6138,5.8111,5.529,5.6913,1789051,69585829.3,0.0965,1.7246,38.8954,5.3246,1308048000,5201048000,33600000,0,133600000,62.4172,5.2354,13.2907,6.8057
300001.SZ,2010/4/23,5.6913,5.643,5.7541,5.5568,5.6065,1596799,61548347.9,-0.0848,-1.4899,38.5448,4.7524,1288560000,5123560000,33600000,0,133600000,61.4873,5.1574,13.0927,6.7043
300001.SZ,2010/4/26,5.6065,5.5436,5.548,5.2922,5.3872,1867289,68830876.9,-0.2193,-3.9113,36.8614,5.5574,1238160000,4923160000,33600000,0,133600000,59.0823,4.9556,12.5806,6.4421
300001.SZ,2010/4/27,5.3872,5.2922,5.3799,5.0729,5.1314,1391532,49406617.2,-0.2558,-4.749,35.5052,4.1415,1179360000,4689360000,33600000,0,133600000,56.2765,4.7203,11.9831,6.1361
300001.SZ,2010/4/28,5.1314,5.089,5.2337,5.0305,5.1328,942051,33038472.5,0.0015,0.0285,35.0708,2.8037,1179696000,4690696000,33600000,0,133600000,56.2926,4.7216,11.9865,6.1379
300001.SZ,2010/4/29,5.1328,5.1533,5.2015,4.9413,4.9413,968071,33809458.1,-0.1915,-3.7311,34.9246,2.8812,1135680000,4515680000,33600000,0,133600000,54.1922,4.5455,11.5393,5.9089
300001.SZ,2010/4/30,4.9413,4.9194,4.9749,4.7366,4.8609,1159139,38340240.5,-0.0804,-1.6272,33.0765,3.4498,1117200000,4442200000,33600000,0,133600000,53.3104,4.4715,11.3515,5.8127
300001.SZ,2010/5/4,4.8609,4.8214,4.9647,4.6855,4.9457,823988,27653111.7,0.0848,1.7444,33.5601,2.4523,1136688000,4519688000,33600000,0,133600000,54.2403,4.5495,11.5495,5.9141
300001.SZ,2010/5/5,4.9457,4.8828,5.146,4.8317,5.146,1036909,35701707,0.2003,4.0497,34.4309,3.086,1182720000,4702720000,33600000,0,133600000,56.4369,4.7337,12.0172,6.1536
300001.SZ,2010/5/6,5.146,5.1153,5.1971,4.9632,4.9705,1421692,49498775.2,-0.1754,-3.4091,34.8168,4.2312,1142400000,4542400000,33600000,0,133600000,54.5129,4.5724,11.6076,5.9438
300001.SZ,2010/5/7,4.9705,4.8229,5.07,4.7542,5.0217,1004849,34072641.2,0.0512,1.0294,33.9082,2.9906,1154160000,4589160000,33600000,0,133600000,55.074,4.6194,11.7271,6.005
300001.SZ,2010/5/10,5.0217,5.0217,5.1094,4.6782,4.8507,982824,32565560,-0.171,-3.4061,33.1347,2.9251,1114848000,4432848000,33600000,0,133600000,53.1981,4.4621,11.3276,5.8005
300001.SZ,2010/5/11,4.8507,4.953,4.9662,4.7118,4.7513,971670,32379332.1,-0.0994,-2.0494,33.3234,2.8919,1092000000,4342000000,33600000,0,133600000,52.1079,4.3706,11.0955,5.6816
