code,date,lastClosingPrice,openingPrice,top,bottom,closingPrice,tradingVolume(shares),tradingVolume(yuan),change(yuan),change(%),avg price,turnover rate,ACirculatedStockValue(yuan),aggregateMarketValue(yuan),AcirculationOfCapital(shares),BCirculationOfCapital,TotalCapital,Peratio,Pbratio,Psratio,PCFratio
300001.SZ,2011/3/29,6.2453,6.2863,6.3506,5.9281,5.9354,1377316,57318403.3,-0.3099,-4.9625,41.616,3.382,1653435000,5424160000,40725000,0,133600000,48.0224,5.0239,10.2326,-32.3481
300001.SZ,2011/3/30,5.9354,5.9354,5.9369,5.6723,5.7424,852999,33741182.6,-0.193,-3.2512,39.5559,2.0945,1599678000,5247808000,40725000,0,133600000,46.4611,4.8605,9.8999,-31.2963
300001.SZ,2011/3/31,5.7424,5.6723,5.8682,5.6723,5.7673,540383,21367004.8,0.0249,0.4328,39.5405,1.3269,1606601250,5270520000,40725000,0,133600000,46.6621,4.8816,9.9428,-31.4318
300001.SZ,2011/4/1,5.7673,5.7746,5.8477,5.7454,5.8433,362382,14379259.9,0.076,1.3181,39.6798,0.8898,1627778250,5339992000,40725000,0,133600000,47.2772,4.9459,10.0738,-31.8461
300001.SZ,2011/4/6,5.8433,5.8185,5.9062,5.7614,5.836,336535,13380250.1,-0.0073,-0.1251,39.7589,0.8264,1625742000,5333312000,40725000,0,133600000,47.2181,4.9397,10.0612,-31.8063
300001.SZ,2011/4/7,5.836,5.9032,5.9062,5.8068,5.8872,339418,13616683.6,0.0512,0.8768,40.1177,0.8334,1639995750,5380072000,40725000,0,133600000,47.632,4.983,10.1494,-32.0851
300001.SZ,2011/4/8,5.8872,5.8755,5.9179,5.8477,5.8813,466979,18774788.1,-0.0058,-0.0993,40.2048,1.1467,1638366750,5374728000,40725000,0,133600000,47.5847,4.9781,10.1393,-32.0533
300001.SZ,2011/4/11,5.8813,5.9208,5.9237,5.6854,5.6869,782208,30945607.4,-0.1944,-3.306,39.5619,1.9207,1584202500,5197040000,40725000,0,133600000,46.0116,4.8135,9.8041,-30.9936
300001.SZ,2011/4/12,5.6869,5.6869,5.7673,5.6284,5.7059,508147,19886119.2,0.019,0.3342,39.1346,1.2478,1589496750,5214408000,40725000,0,133600000,46.1654,4.8296,9.8369,-31.0972
300001.SZ,2011/4/13,5.7059,5.684,5.8872,5.6313,5.8418,579200,22942320.2,0.136,2.3828,39.6104,1.4222,1627371000,5338656000,40725000,0,133600000,47.2654,4.9447,10.0713,-31.8381
300001.SZ,2011/4/14,5.8418,5.7819,5.8682,5.7731,5.8492,586036,23329918.7,0.0073,0.1251,39.8097,1.439,1629407250,5345336000,40725000,0,133600000,47.3245,4.9509,10.0839,-31.878
300001.SZ,2011/4/15,5.8492,5.8594,5.8916,5.7892,5.7965,696947,27767849.5,-0.0526,-0.8998,39.8421,1.7113,1614746250,5297240000,40725000,0,133600000,46.8987,4.9063,9.9932,-31.5911
300001.SZ,2011/4/18,5.7965,5.7819,5.8126,5.5641,5.5919,1134357,43551898.7,-0.2047,-3.5309,38.3935,2.7854,1557731250,5110200000,40725000,0,133600000,45.2428,4.7331,9.6403,-30.4757
300001.SZ,2011/4/19,5.5919,5.5816,5.5875,5.5261,5.5655,603214,22904280.3,-0.0263,-0.4706,37.9704,1.4812,1550400750,5086152000,40725000,0,133600000,45.0298,4.7108,9.5949,-30.3323
300001.SZ,2011/4/21,5.5655,5.662,5.681,5.5816,5.6123,477385,18376187.7,0.0468,0.8406,38.4934,1.1722,1563432750,5128904000,40725000,0,133600000,45.4084,4.7504,9.6756,-30.5872
300001.SZ,2011/4/22,5.6123,5.665,5.6693,5.5115,5.5363,419060,15965535.3,-0.076,-1.3545,38.0984,1.029,1542255750,5059432000,40725000,0,133600000,44.7933,4.6861,9.5445,-30.1729
300001.SZ,2011/4/25,5.5363,5.5071,5.5699,5.4822,5.5144,451454,17041565,-0.0219,-0.3961,37.7482,1.1085,1536147000,5039392000,40725000,0,133600000,44.6159,4.6675,9.5067,-30.0534
300001.SZ,2011/4/26,5.5144,5.5261,5.5378,5.3799,5.4237,412009,15303516.7,-0.0906,-1.6437,37.1436,1.0117,1510897500,4956560000,40725000,0,133600000,43.8825,4.5908,9.3505,-29.5594
300001.SZ,2011/4/27,5.4237,5.431,5.4574,5.2454,5.2995,764724,27762555.6,-0.1243,-2.2911,36.304,1.8778,1476281250,4843000000,40725000,0,133600000,42.8771,4.4856,9.1362,-28.8822
300001.SZ,2011/4/28,5.2995,5.2995,5.3273,4.8243,5.0217,764966,26482194,-0.2778,-5.2414,34.6188,1.876,1400707262,4589160000,40777504,0,133600000,40.6298,4.2505,8.6574,-27.3684
300001.SZ,2011/4/29,5.0217,4.9939,5.1167,4.9705,5.0773,451907,15678401,0.0556,1.1063,34.6939,1.1082,1416202714,4639928000,40777504,0,133600000,41.0792,4.2975,8.7532,-27.6711
300001.SZ,2011/5/3,5.0773,5.1621,5.1723,5.0407,5.1007,407192,14210559.2,0.0234,0.4607,34.8989,0.9986,1422727115,4661304000,40777504,0,133600000,41.2685,4.3173,8.7935,-27.7986
300001.SZ,2011/5/4,5.1007,5.0875,5.0875,4.9998,5.0173,387893,13380118.5,-0.0833,-1.6337,34.4944,0.9512,1399483937,4585152000,40777504,0,133600000,40.5943,4.2468,8.6498,-27.3445
300001.SZ,2011/5/5,5.0173,5.0173,5.1255,4.9793,5.1138,382139,13318293.2,0.0965,1.9231,34.852,0.9371,1426397090,4673328000,40777504,0,133600000,41.3749,4.3285,8.8162,-27.8703
300001.SZ,2011/5/6,5.1138,5.1138,5.1138,4.8683,4.9988,797925,17872283,-0.115,-2.2491,22.3984,1.3045,1382357386,4529040000,61166256,0,200400000,40.0975,4.1948,8.544,-27.0098
300001.SZ,2011/5/9,4.9988,5.0231,5.1359,5.001,5.0032,514133,11799367.1,0.0044,0.0885,22.95,0.8406,1383580711,4533048000,61166256,0,200400000,40.133,4.1985,8.5515,-27.0337
300001.SZ,2011/5/10,5.0032,5.0121,5.0364,4.8838,4.9546,661907,14712590.1,-0.0487,-0.9726,22.2276,1.0821,1370124134,4488960000,61166256,0,200400000,39.7427,4.1577,8.4684,-26.7708
300001.SZ,2011/5/11,4.9546,4.9612,4.9922,4.8882,4.9103,393904,8778745.8,-0.0442,-0.8929,22.2865,0.644,1357890883,4448880000,61166256,0,200400000,39.3878,4.1206,8.3927,-26.5318
300001.SZ,2011/5/12,4.9103,4.9081,4.9081,4.7135,4.7157,844291,18291606.2,-0.1946,-3.964,21.665,1.3803,1304064578,4272528000,61166256,0,200400000,37.8265,3.9572,8.0601,-25.4801
300001.SZ,2011/5/13,4.7157,4.6781,4.7334,4.6117,4.7068,662526,13994659.5,-0.0088,-0.1876,21.1232,1.0832,1301617928,4264512000,61166256,0,200400000,37.7555,3.9498,8.0449,-25.4323
300001.SZ,2011/5/16,4.7068,4.6714,4.7511,4.6714,4.6891,334180,7129804.5,-0.0177,-0.3759,21.3352,0.5463,1296724627,4248480000,61166256,0,200400000,37.6136,3.935,8.0147,-25.3367
300001.SZ,2011/5/17,4.6891,4.6936,4.8108,4.6891,4.7688,567072,12242195.5,0.0796,1.6981,21.5884,0.9271,1318744479,4320624000,61166256,0,200400000,38.2523,4.0018,8.1508,-25.7669
300001.SZ,2011/5/18,4.7688,4.7732,4.7865,4.7334,4.7356,299035,6424127.1,-0.0332,-0.6957,21.4829,0.4889,1309569541,4290564000,61166256,0,200400000,37.9862,3.9739,8.0941,-25.5876
300001.SZ,2011/5/19,4.7356,4.7334,4.7776,4.6471,4.6471,297711,6330512.6,-0.0885,-1.8683,21.264,0.4867,1285103039,4210404000,61166256,0,200400000,37.2765,3.8997,7.9429,-25.1096
300001.SZ,2011/5/20,4.6471,4.6471,4.7024,4.6338,4.6338,244548,5147078.8,-0.0133,-0.2856,21.0473,0.3998,1281433063,4198380000,61166256,0,200400000,37.17,3.8886,7.9202,-25.0379
300001.SZ,2011/5/23,4.6338,4.6338,4.7113,4.3795,4.3817,711373,14386039.9,-0.2522,-5.4415,20.2229,1.163,1211703531,3969924000,61166256,0,200400000,35.1474,3.677,7.4892,-23.6754
300001.SZ,2011/5/24,4.3817,4.3861,4.8196,4.3397,4.8196,1921414,40414331,0.4379,9.995,21.0336,3.1413,1332812718,4366716000,61166256,0,200400000,38.6604,4.0445,8.2377,-26.0418
300001.SZ,2011/5/25,4.8196,4.7776,4.8395,4.6471,4.6648,1366011,29239052.3,-0.1548,-3.2125,21.4047,2.2333,1289996339,4226436000,61166256,0,200400000,37.4184,3.9145,7.9731,-25.2052
300001.SZ,2011/5/26,4.6648,4.6692,4.7643,4.5255,4.5454,828561,17280702.4,-0.1194,-2.5605,20.8563,1.3546,1256966561,4118220000,61166256,0,200400000,36.4603,3.8143,7.769,-24.5598
300001.SZ,2011/5/27,4.5454,4.5343,4.9767,4.4967,4.8196,2426171,52766394.1,0.2743,6.0341,21.7488,3.9665,1332812718,4366716000,61166256,0,200400000,38.6604,4.0445,8.2377,-26.0418
300001.SZ,2011/5/30,4.8196,4.7356,5.1735,4.7356,5.0762,3044277,69522196.1,0.2566,5.3235,22.837,4.9771,1403765575,4599180000,61166256,0,200400000,40.7185,4.2598,8.6763,-27.4281
300001.SZ,2011/5/31,5.0762,5.0143,5.1735,4.9324,5.1735,2136035,48721866.9,0.0973,1.9172,22.8095,3.4922,1430678728,4687356000,61166256,0,200400000,41.4991,4.3414,8.8426,-27.954
300001.SZ,2011/6/1,5.1735,5.1647,5.1647,5.043,5.1182,1278569,29502192.1,-0.0553,-1.0688,23.0744,2.0903,1415387164,4637256000,61166256,0,200400000,41.0556,4.295,8.7481,-27.6552
300001.SZ,2011/6/2,5.1182,5.032,5.1204,4.9324,5.0585,1563303,35528569.6,-0.0597,-1.1668,22.7266,2.5558,1398872275,4583148000,61166256,0,200400000,40.5765,4.2449,8.646,-27.3325
300001.SZ,2011/6/3,5.0585,5.0762,5.1912,4.9324,5.0099,1360440,31139521.3,-0.0487,-0.962,22.8893,2.2242,1385415698,4539060000,61166256,0,200400000,40.1862,4.2041,8.5629,-27.0696
300001.SZ,2011/6/7,5.0099,5.0165,5.043,4.9501,4.9944,927109,20948895.5,-0.0155,-0.3091,22.5959,1.5157,1381134060,4525032000,61166256,0,200400000,40.062,4.1911,8.5364,-26.9859
300001.SZ,2011/6/8,4.9944,4.9899,5.1293,4.9833,5.1005,1196870,27434866,0.1062,2.1258,22.9222,1.9567,1410493863,4621224000,61166256,0,200400000,40.9136,4.2802,8.7179,-27.5596
300001.SZ,2011/6/9,5.1005,5.0873,5.0873,4.8263,4.8484,1567177,34893682.2,-0.2522,-4.9436,22.2653,2.5622,1340764332,4392768000,61166256,0,200400000,38.891,4.0686,8.2869,-26.1971
300001.SZ,2011/6/10,4.8484,4.7997,4.8639,4.5852,4.7113,1347525,28475296,-0.1371,-2.8285,21.1316,2.2031,1302841253,4268520000,61166256,0,200400000,37.791,3.9535,8.0525,-25.4562
300001.SZ,2011/6/13,4.7113,4.6338,4.9103,4.6007,4.7909,1067476,23066009,0.0796,1.6901,21.608,1.7452,1324861105,4340664000,61166256,0,200400000,38.4297,4.0203,8.1886,-25.8864
300001.SZ,2011/6/14,4.7909,4.7776,4.8705,4.7466,4.7909,679274,14785268.5,0,0,21.7663,1.1105,1324861105,4340664000,61166256,0,200400000,38.4297,4.0203,8.1886,-25.8864
300001.SZ,2011/6/15,4.7909,4.7997,4.8395,4.6449,4.6493,682067,14512232.7,-0.1416,-2.9548,21.2768,1.1151,1285714701,4212408000,61166256,0,200400000,37.2942,3.9015,7.9466,-25.1215
300001.SZ,2011/6/16,4.6493,4.6228,4.6449,4.5564,4.5586,589465,12252336.8,-0.0907,-1.9505,20.7855,0.9637,1260636536,4130244000,61166256,0,200400000,36.5668,3.8254,7.7916,-24.6315
300001.SZ,2011/6/17,4.5586,4.5343,4.6648,4.5144,4.5144,494605,10263291.4,-0.0442,-0.9704,20.7505,0.8086,1248403285,4090164000,61166256,0,200400000,36.2119,3.7883,7.716,-24.3925
300001.SZ,2011/6/20,4.5144,4.5078,4.625,4.4458,4.583,630143,13007503.9,0.0686,1.5189,20.6421,1.0302,1267364824,4152288000,61166256,0,200400000,36.762,3.8459,7.8332,-24.763
300001.SZ,2011/6/21,4.583,4.5785,4.6913,4.5608,4.6714,708255,14878029.8,0.0885,1.9305,21.0066,1.1579,1291831327,4232448000,61166256,0,200400000,37.4716,3.9201,7.9844,-25.241
300001.SZ,2011/6/22,4.6714,4.698,4.7002,4.5852,4.6139,512260,10723692.5,-0.0575,-1.2311,20.9341,0.8375,1275928100,4180344000,61166256,0,200400000,37.0103,3.8718,7.8862,-24.9303
300001.SZ,2011/6/23,4.6139,4.6139,4.9745,4.5343,4.8838,1661368,36326195.9,0.2698,5.8485,21.8652,2.7162,1350550932,4424832000,61166256,0,200400000,39.1749,4.0983,8.3474,-26.3884
300001.SZ,2011/6/24,4.8838,4.8683,4.9966,4.8329,4.9944,1555287,34639384.7,0.1106,2.2645,22.272,2.5427,1381134060,4525032000,61166256,0,200400000,40.062,4.1911,8.5364,-26.9859
300001.SZ,2011/6/27,4.9944,5.0121,5.0718,4.9103,4.959,1321303,29838336.4,-0.0354,-0.7086,22.5825,2.1602,1371347460,4492968000,61166256,0,200400000,39.7781,4.1614,8.4759,-26.7947
300001.SZ,2011/6/28,4.959,5.0032,5.0143,4.9324,4.9899,835273,18780852.9,0.031,0.6244,22.4847,1.3656,1379910735,4521024000,61166256,0,200400000,40.0265,4.1874,8.5288,-26.962
300001.SZ,2011/6/29,4.9899,4.9877,5.0209,4.8351,4.8351,1220229,27065445.4,-0.1548,-3.1028,22.1806,1.9949,1337094356,4380744000,61166256,0,200400000,38.7846,4.0575,8.2642,-26.1254
300001.SZ,2011/6/30,4.8351,4.8196,4.9369,4.8019,4.8617,728339,16071261.3,0.0265,0.5489,22.0656,1.1908,1344434307,4404792000,61166256,0,200400000,38.9975,4.0797,8.3096,-26.2689
300001.SZ,2011/7/1,4.8617,4.8594,4.9767,4.8594,4.8838,735010,16362400.4,0.0221,0.455,22.2615,1.2017,1350550932,4424832000,61166256,0,200400000,39.1749,4.0983,8.3474,-26.3884
300001.SZ,2011/7/4,4.8838,4.9324,5.0187,4.8462,5.0099,1025060,22965463.8,0.1261,2.5815,22.404,1.6759,1385415698,4539060000,61166256,0,200400000,40.1862,4.2041,8.5629,-27.0696
300001.SZ,2011/7/5,5.0099,4.9988,5.2067,4.9546,5.1426,1449289,33422629.7,0.1327,2.649,23.0614,2.3694,1422115452,4659300000,61166256,0,200400000,41.2507,4.3155,8.7897,-27.7867
300001.SZ,2011/7/6,5.1426,5.0873,5.1669,5.043,5.1625,963911,22234217.7,0.0199,0.3871,23.0667,1.5759,1427620415,4677336000,61166256,0,200400000,41.4104,4.3322,8.8237,-27.8942
300001.SZ,2011/7/7,5.1625,5.1514,5.2509,5.0674,5.116,1197924,27907435.3,-0.0464,-0.8997,23.2965,1.9585,1414775501,4635252000,61166256,0,200400000,41.0378,4.2932,8.7443,-27.6432
300001.SZ,2011/7/8,5.116,5.1094,5.1249,5.0076,5.0209,1043591,23850783.5,-0.0951,-1.8591,22.8545,1.7062,1388474011,4549080000,61166256,0,200400000,40.2749,4.2134,8.5818,-27.1293
300001.SZ,2011/7/11,5.0209,4.9922,5.0784,4.9656,5.0629,552598,12558666.3,0.042,0.837,22.7266,0.9034,1400095600,4587156000,61166256,0,200400000,40.612,4.2486,8.6536,-27.3564
300001.SZ,2011/7/12,5.0629,5.032,5.032,4.9192,4.9413,781450,17530527.8,-0.1217,-2.4028,22.4333,1.2776,1366454159,4476936000,61166256,0,200400000,39.6362,4.1466,8.4457,-26.6991
300001.SZ,2011/7/13,4.9413,4.9236,5.0828,4.9236,5.0652,696900,15806748,0.1239,2.5067,22.6815,1.1394,1400707262,4589160000,61166256,0,200400000,40.6298,4.2505,8.6574,-27.3684
300001.SZ,2011/7/14,5.0652,5.0497,5.2377,5.0497,5.1757,1259087,29263856.4,0.1106,2.1834,23.2421,2.0585,1431290390,4689360000,61166256,0,200400000,41.5169,4.3433,8.8464,-27.9659
300001.SZ,2011/7/15,5.1757,5.1625,5.304,5.1536,5.2709,1343175,31908099.1,0.0951,1.8376,23.7557,2.1959,1457591880,4775532000,61166256,0,200400000,42.2798,4.4231,9.009,-28.4798
300001.SZ,2011/7/18,5.2709,5.2487,5.3638,5.1315,5.1802,1159174,27469510.7,-0.0907,-1.7205,23.6975,1.8951,1432513716,4693368000,61166256,0,200400000,41.5524,4.347,8.854,-27.9898
300001.SZ,2011/7/19,5.1802,5.1337,5.178,5.0497,5.0607,758184,17421292.3,-0.1194,-2.3057,22.9777,1.2395,1399483937,4585152000,61166256,0,200400000,40.5943,4.2468,8.6498,-27.3445
300001.SZ,2011/7/20,5.0607,5.0917,5.1293,5.0121,5.0851,406730,9331073,0.0243,0.4808,22.9417,0.665,1406212225,4607196000,61166256,0,200400000,40.7894,4.2672,8.6914,-27.4759
300001.SZ,2011/7/21,5.0851,5.105,5.105,5.0099,5.0253,458190,10482978.4,-0.0597,-1.1744,22.8791,0.7491,1389697336,4553088000,61166256,0,200400000,40.3104,4.2171,8.5893,-27.1532
300001.SZ,2011/7/22,5.0253,5.032,5.074,4.9988,5.0342,462016,10525352.6,0.0088,0.1761,22.7814,0.7553,1392143987,4561104000,61166256,0,200400000,40.3814,4.2245,8.6045,-27.201
300001.SZ,2011/7/25,5.0342,4.9015,4.9015,4.5321,4.5852,1869849,38846361.9,-0.449,-8.9192,20.7751,3.057,1267976487,4154292000,61166256,0,200400000,36.7797,3.8477,7.837,-24.7749
300001.SZ,2011/7/26,4.5852,4.583,4.5984,4.4259,4.4856,1220782,24653146.3,-0.0995,-2.1708,20.1946,1.9958,1240451672,4064112000,61166256,0,200400000,35.9813,3.7642,7.6669,-24.2371
300001.SZ,2011/7/27,4.4856,4.4458,4.5542,4.4215,4.552,1125425,22913569.7,0.0664,1.4793,20.3599,1.8399,1258801548,4124232000,61166256,0,200400000,36.5136,3.8199,7.7803,-24.5957
300001.SZ,2011/7/28,4.552,4.4901,4.5365,4.4193,4.4657,1168200,23553424.1,-0.0863,-1.895,20.1622,1.9099,1234946709,4046076000,61166256,0,200400000,35.8216,3.7475,7.6329,-24.1296
300001.SZ,2011/7/29,4.4657,4.4945,4.5277,4.4503,4.4989,764342,15526006.3,0.0332,0.7429,20.3129,1.2496,1244121647,4076136000,61166256,0,200400000,36.0878,3.7753,7.6896,-24.3088
300001.SZ,2011/8/1,4.4989,4.4657,4.5277,4.3972,4.4657,1021329,20714252,-0.0332,-0.7375,20.2817,1.6698,1234946709,4046076000,61166256,0,200400000,35.8216,3.7475,7.6329,-24.1296
300001.SZ,2011/8/2,4.4657,4.4458,4.4458,4.2468,4.3574,1511846,29547888.2,-0.1084,-2.4269,19.5442,2.4717,1204975243,3947880000,61166256,0,200400000,34.9522,3.6565,7.4476,-23.544
300001.SZ,2011/8/3,4.3574,4.3308,4.5321,4.2689,4.5188,1604739,32414027.1,0.1615,3.7056,20.1989,2.6236,1249626610,4094172000,61166256,0,200400000,36.2474,3.792,7.7236,-24.4164
300001.SZ,2011/8/4,4.5188,4.4812,4.6338,4.4812,4.5343,1374503,28425189.4,0.0155,0.3426,20.6803,2.2472,1253908248,4108200000,61166256,0,200400000,36.3716,3.805,7.7501,-24.5001
300001.SZ,2011/8/5,4.5343,4.3795,4.4989,4.3352,4.4503,997216,20058797.5,-0.0841,-1.8537,20.1148,1.6303,1230665071,4032048000,61166256,0,200400000,35.6974,3.7345,7.6064,-24.0459
300001.SZ,2011/8/8,4.4503,4.3839,4.4193,4.0499,4.1384,1256732,24034858.5,-0.3119,-7.008,19.1249,2.0546,1144420650,3749484000,61166256,0,200400000,33.1958,3.4728,7.0733,-22.3608
300001.SZ,2011/8/9,4.1384,4.0278,4.1317,3.9061,4.0433,1125819,20395574.5,-0.0951,-2.2982,18.1162,1.8406,1118119160,3663312000,61166256,0,200400000,32.4328,3.393,6.9108,-21.8469
300001.SZ,2011/8/10,4.0433,4.1317,4.176,4.0499,4.0765,822925,15311949.5,0.0332,0.8206,18.6067,1.3454,1127294098,3693372000,61166256,0,200400000,32.699,3.4208,6.9675,-22.0262
300001.SZ,2011/8/11,4.0765,3.957,4.1362,3.915,4.1118,1197326,21820327,0.0354,0.8681,18.2242,1.9575,1137080699,3725436000,61166256,0,200400000,32.9829,3.4505,7.028,-22.2174
300001.SZ,2011/8/12,4.1118,4.0919,4.2423,4.0919,4.1583,1107303,20958987.4,0.0464,1.1296,18.928,1.8103,1149925613,3767520000,61166256,0,200400000,33.3554,3.4895,7.1074,-22.4684
300001.SZ,2011/8/15,4.1583,4.1539,4.2888,4.1539,4.2578,1115655,21389110.8,0.0995,2.3936,19.1718,1.824,1177450428,3857700000,61166256,0,200400000,34.1538,3.573,7.2775,-23.0062
300001.SZ,2011/8/16,4.2578,4.2468,4.2998,4.1627,4.1804,934660,17848577.8,-0.0774,-1.8182,19.0963,1.5281,1156042238,3787560000,61166256,0,200400000,33.5329,3.5081,7.1452,-22.5879
300001.SZ,2011/8/17,4.1804,4.2003,4.2379,4.1583,4.1915,517292,9798197.8,0.0111,0.2646,18.9413,0.8457,1159100551,3797580000,61166256,0,200400000,33.6216,3.5173,7.1641,-22.6476
300001.SZ,2011/8/19,4.1915,3.9813,4.0654,3.9548,4.0433,838062,15229068.8,-0.1482,-3.5356,18.1718,1.3701,1118119160,3663312000,61166256,0,200400000,32.4328,3.393,6.9108,-21.8469
300001.SZ,2011/8/22,4.0433,4.0366,4.1074,4.0189,4.0278,607518,11141093.1,-0.0155,-0.3829,18.3387,0.9932,1113837522,3649284000,61166256,0,200400000,32.3087,3.38,6.8843,-21.7632
300001.SZ,2011/8/23,4.0278,4.0388,4.2291,4.0388,4.2269,942523,17652346.1,0.1991,4.9423,18.7288,1.5409,1168887152,3829644000,61166256,0,200400000,33.9055,3.547,7.2246,-22.8388
300001.SZ,2011/8/24,4.2269,4.2313,4.3551,4.1959,4.2401,1054838,20410404.3,0.0133,0.314,19.3493,1.7245,1172557128,3841668000,61166256,0,200400000,34.0119,3.5582,7.2472,-22.9105
300001.SZ,2011/8/25,4.2401,4.2401,4.2844,4.187,4.2711,815519,15614931.7,0.031,0.7303,19.1472,1.3333,1181120403,3869724000,61166256,0,200400000,34.2603,3.5842,7.3002,-23.0779
300001.SZ,2011/8/26,4.2711,4.2468,4.3441,4.2468,4.3131,747408,14544027.3,0.042,0.9839,19.4593,1.2219,1192741992,3907800000,61166256,0,200400000,34.5974,3.6194,7.372,-23.3049
300001.SZ,2011/8/29,4.3131,4.291,4.3463,4.2689,4.3153,726975,14184236.9,0.0022,0.0513,19.5113,1.1885,1193353655,3909804000,61166256,0,200400000,34.6151,3.6213,7.3758,-23.3169
300001.SZ,2011/8/30,4.3153,4.3308,4.3684,4.1583,4.1804,907687,17461384.5,-0.1349,-3.1266,19.2372,1.484,1156042238,3787560000,61166256,0,200400000,33.5329,3.5081,7.1452,-22.5879
300001.SZ,2011/8/31,4.1804,4.1517,4.1848,4.0698,4.1163,499778,9313733.9,-0.0641,-1.5344,18.6357,0.8171,1138304024,3729444000,61166256,0,200400000,33.0183,3.4542,7.0355,-22.2413
300001.SZ,2011/9/1,4.1163,4.1096,4.1627,4.0919,4.1163,317632,5926334.8,0,0,18.6579,0.5193,1138304024,3729444000,61166256,0,200400000,33.0183,3.4542,7.0355,-22.2413
300001.SZ,2011/9/2,4.1163,4.1185,4.1517,4.061,4.0875,284610,5260147.4,-0.0288,-0.6985,18.4819,0.4653,1130352411,3703392000,61166256,0,200400000,32.7877,3.4301,6.9864,-22.0859
300001.SZ,2011/9/5,4.0875,4.0875,4.0875,3.9813,3.9836,284088,5142348.1,-0.104,-2.5433,18.1013,0.4645,1101604271,3609204000,61166256,0,200400000,31.9538,3.3429,6.8087,-21.5242
300001.SZ,2011/9/6,3.9836,3.9902,4.0035,3.9128,3.9128,321098,5742735.8,-0.0708,-1.7768,17.8847,0.525,1082031069,3545076000,61166256,0,200400000,31.3861,3.2835,6.6877,-21.1418
300001.SZ,2011/9/7,3.9128,3.9813,4.0388,3.9482,4.0366,268280,4850004.1,0.1239,3.1656,18.0781,0.4386,1116284172,3657300000,61166256,0,200400000,32.3796,3.3874,6.8994,-21.811
300001.SZ,2011/9/9,4.0366,3.988,4.061,3.9415,3.9504,273560,4937374.5,-0.0863,-2.137,18.0486,0.4472,1092429332,3579144000,61166256,0,200400000,31.6877,3.315,6.752,-21.3449
300001.SZ,2011/9/13,3.9504,3.9061,3.9061,3.8066,3.8663,340414,5935664.2,-0.0841,-2.1277,17.4366,0.5565,1069186155,3502992000,61166256,0,200400000,31.0135,3.2445,6.6083,-20.8908
300001.SZ,2011/9/14,3.8663,3.9017,3.9725,3.8508,3.9592,281681,4975096.9,0.0929,2.4027,17.6622,0.4605,1094875982,3587160000,61166256,0,200400000,31.7586,3.3224,6.7671,-21.3927
300001.SZ,2011/9/15,3.9592,3.9437,3.9968,3.9216,3.9371,272460,4883027.8,-0.0221,-0.5587,17.922,0.4454,1088759357,3567120000,61166256,0,200400000,31.5812,3.3039,6.7293,-21.2732
300001.SZ,2011/9/16,3.9371,3.9747,3.9924,3.915,3.9216,177608,3175195.2,-0.0155,-0.3933,17.8775,0.2904,1084477719,3553092000,61166256,0,200400000,31.457,3.2909,6.7029,-21.1896
300001.SZ,2011/9/19,3.9216,3.9216,3.9592,3.8508,3.8663,281240,4923279,-0.0553,-1.41,17.5056,0.4598,1069186155,3502992000,61166256,0,200400000,31.0135,3.2445,6.6083,-20.8908
300001.SZ,2011/9/20,3.8663,3.8663,3.926,3.842,3.8929,177380,3123154.1,0.0265,0.6865,17.6071,0.29,1076526106,3527040000,61166256,0,200400000,31.2264,3.2668,6.6537,-21.0342
300001.SZ,2011/9/21,3.8929,3.9305,4.0588,3.8752,4.0366,509007,9200367.8,0.1438,3.6932,18.0751,0.8322,1116284172,3657300000,61166256,0,200400000,32.3796,3.3874,6.8994,-21.811
300001.SZ,2011/9/22,4.0366,3.9836,4.0234,3.8929,3.8951,375068,6726596.9,-0.1416,-3.5068,17.9343,0.6132,1077137768,3529044000,61166256,0,200400000,31.2441,3.2686,6.6575,-21.0462
300001.SZ,2011/9/23,3.8951,3.8597,3.9039,3.7889,3.8685,301006,5234168.3,-0.0265,-0.6814,17.3889,0.4921,1069797817,3504996000,61166256,0,200400000,31.0312,3.2463,6.6121,-20.9027
300001.SZ,2011/9/26,3.8685,3.8685,3.9084,3.8066,3.8155,204063,3565451.3,-0.0531,-1.3722,17.4723,0.3336,1055117916,3456900000,61166256,0,200400000,30.6054,3.2018,6.5214,-20.6159
300001.SZ,2011/9/27,3.8155,3.8155,3.8707,3.8044,3.8553,168387,2923470.8,0.0398,1.0435,17.3616,0.2753,1066127842,3492972000,61166256,0,200400000,30.9248,3.2352,6.5894,-20.831
300001.SZ,2011/9/28,3.8553,3.8619,3.8707,3.4704,3.7203,355335,6037185.5,-0.1349,-3.4997,16.9901,0.5809,1028816426,3370728000,61166256,0,200400000,29.8425,3.122,6.3588,-20.102
300001.SZ,2011/9/29,3.7203,3.7071,3.7071,3.5345,3.5456,453094,7393623.1,-0.1747,-4.6968,16.3181,0.7408,980495083.7,3212412000,61166256,0,200400000,28.4408,2.9753,6.0602,-19.1579
300001.SZ,2011/9/30,3.5456,3.5456,3.6053,3.4947,3.5412,215464,3454701.1,-0.0044,-0.1248,16.0338,0.3523,979271758.6,3208404000,61166256,0,200400000,28.4054,2.9716,6.0526,-19.134
